Caudal_Ls,Corriente_A,Temperatura_C,Vibracion_mm_s,Lubricacion_pct,Presion_PSI,Estado
60.33,76.26,92.41,3.97,72.9,90.66,Alerta
94.73,41.22,69.06,1.83,84.74,47.72,Normal
71.22,47.05,58.06,4.72,94.28,41.49,Normal
70.87,43.87,49.36,2.27,99.0,46.09,Normal
77.46,41.41,62.61,2.11,90.6,58.68,Normal
30.17,92.76,98.91,10.43,57.56,10.6,Crítico
45.44,105.04,105.0,7.12,31.32,15.99,Crítico
42.44,98.15,115.88,7.9,23.17,130.22,Crítico
83.9,43.46,67.77,1.93,93.28,45.73,Normal
66.92,77.5,76.09,5.13,60.3,89.33,Alerta
66.08,67.68,71.25,3.66,69.32,87.95,Alerta
81.98,54.01,89.62,1.74,81.83,48.62,Normal
82.19,55.29,49.03,1.69,98.6,73.47,Normal
66.92,76.63,83.21,5.77,69.32,86.9,Alerta
59.19,71.97,77.65,5.49,60.27,94.74,Alerta
84.07,79.35,90.3,3.64,69.29,91.42,Alerta
61.91,74.1,73.96,3.14,61.19,83.32,Alerta
62.45,77.56,92.22,4.74,62.72,96.54,Crítico
100.33,42.05,58.31,2.44,88.04,51.22,Normal
101.09,47.24,63.22,5.19,96.49,70.26,Normal
54.11,75.19,73.04,5.83,60.5,82.47,Alerta
46.38,91.57,111.73,10.8,39.41,109.62,Crítico
82.93,49.42,91.31,1.2,76.87,45.74,Normal
105.8,61.87,66.77,2.06,76.69,44.87,Normal
99.93,71.68,51.66,1.1,87.93,56.98,Normal
100.06,43.26,59.36,1.71,83.84,44.26,Normal
31.91,83.13,113.85,1.4,32.8,27.5,Crítico
60.05,67.02,87.9,4.61,62.19,86.35,Alerta
56.55,59.32,78.58,4.76,67.82,89.3,Alerta
89.85,49.45,45.82,1.64,98.91,59.4,Normal
68.49,72.98,79.74,5.16,97.71,89.61,Alerta
70.71,68.34,91.93,4.1,62.03,97.2,Alerta
97.69,48.45,70.7,1.91,96.17,54.96,Alerta
51.88,72.86,71.6,5.62,61.62,90.62,Alerta
67.16,71.25,94.41,3.96,68.11,98.57,Alerta
62.5,77.4,77.79,3.04,63.09,99.84,Alerta
109.87,57.29,68.83,2.64,85.5,55.32,Normal
101.86,46.98,56.3,2.49,75.61,52.65,Alerta
96.38,58.39,58.1,2.67,87.13,56.41,Normal
89.18,48.23,49.67,2.66,99.49,45.69,Alerta
97.08,56.6,57.61,1.08,93.15,50.38,Normal
50.99,69.54,78.01,3.17,72.13,81.54,Alerta
84.24,46.47,62.8,1.1,80.46,41.67,Normal
95.39,58.92,65.89,2.58,99.37,76.43,Normal
74.05,75.93,47.47,1.46,85.26,40.41,Normal
64.41,76.36,82.4,3.46,66.71,84.41,Alerta
73.18,46.3,48.27,2.13,99.52,56.8,Normal
42.55,106.73,119.2,11.96,50.81,70.85,Crítico
92.11,48.69,51.09,1.02,77.39,94.18,Normal
38.76,77.77,102.78,8.69,31.75,100.2,Crítico
32.34,94.89,118.7,10.01,59.29,38.1,Crítico
75.55,47.79,64.42,2.18,88.39,76.46,Normal
97.16,58.38,66.19,2.48,96.83,46.54,Normal
44.77,95.0,113.89,11.03,40.2,122.24,Crítico
20.94,102.46,109.44,11.72,38.01,22.73,Crítico
106.1,46.58,65.36,1.26,83.24,43.95,Normal
22.2,81.26,119.08,2.02,51.04,134.27,Crítico
86.59,67.22,77.46,3.39,72.95,81.15,Alerta
62.89,73.06,62.76,3.01,73.04,90.8,Normal
32.04,83.97,96.73,9.5,88.01,112.44,Crítico
74.22,50.94,46.29,1.06,88.82,57.3,Normal
39.54,91.2,110.53,11.46,44.39,25.19,Crítico
36.09,96.87,111.07,11.27,48.78,39.41,Crítico
73.39,47.14,66.8,1.26,88.48,50.09,Normal
72.87,50.44,50.21,2.17,83.19,72.76,Normal
34.68,102.76,119.58,11.18,30.09,37.28,Crítico
80.99,40.98,55.49,1.9,93.06,76.79,Normal
95.3,58.02,55.83,2.4,99.85,44.79,Normal
29.4,80.84,116.11,6.87,51.88,14.08,Crítico
66.75,72.8,83.43,4.48,67.37,90.66,Alerta
60.26,73.56,83.94,4.75,66.53,83.83,Alerta
24.91,101.95,111.92,6.44,64.79,25.7,Crítico
46.85,99.54,95.51,9.82,47.05,14.79,Crítico
98.25,64.65,49.98,2.37,83.81,70.04,Normal
33.52,98.8,113.17,8.63,35.85,101.36,Crítico
65.82,71.28,88.47,3.85,64.74,97.48,Alerta
108.67,41.23,47.91,2.66,85.26,64.93,Normal
36.56,91.55,98.61,7.78,71.58,110.94,Crítico
47.33,96.98,114.63,10.65,22.15,131.93,Crítico
104.82,44.57,66.88,3.53,83.16,55.44,Alerta
100.21,61.16,64.55,2.79,96.86,54.45,Normal
53.54,55.39,88.34,3.82,72.39,85.56,Alerta
103.13,55.45,51.29,1.27,86.39,62.25,Normal
81.39,50.16,60.62,2.26,91.3,40.13,Normal
99.94,53.75,47.59,2.63,97.14,91.83,Normal
20.02,80.54,116.87,9.15,62.29,23.39,Crítico
47.62,90.94,106.24,7.49,34.06,123.88,Crítico
73.56,51.62,63.46,1.94,92.46,78.32,Normal
30.86,83.33,110.93,10.84,55.0,12.15,Crítico
62.63,70.16,81.75,4.08,70.52,91.63,Normal
36.95,101.81,106.86,6.11,91.71,135.89,Crítico
42.57,89.16,113.23,10.37,46.38,124.09,Crítico
57.34,68.96,74.01,3.87,69.76,92.31,Alerta
29.15,86.91,118.86,6.76,22.88,120.47,Crítico
50.66,68.21,74.32,5.76,66.45,88.28,Alerta
70.21,58.67,56.99,2.8,91.39,69.89,Normal
59.05,77.92,74.18,4.29,62.93,81.44,Alerta
73.68,46.43,52.21,2.61,88.69,44.91,Normal
104.94,64.21,48.33,2.77,78.73,46.81,Normal
92.02,55.59,54.85,2.23,87.2,63.01,Normal
52.83,71.73,75.13,5.54,68.12,83.94,Alerta
59.27,68.02,93.02,4.65,72.42,95.32,Alerta
88.87,76.24,63.93,1.48,91.32,40.58,Normal
82.25,51.49,62.75,2.04,97.69,63.36,Normal
74.39,64.98,53.88,1.93,76.58,70.44,Normal
66.72,68.5,77.55,5.86,63.24,82.53,Alerta
58.02,77.11,77.23,3.3,66.45,85.26,Alerta
31.97,86.69,114.57,8.15,20.88,138.82,Crítico
92.26,55.43,59.2,2.59,90.38,65.63,Normal
40.24,84.52,110.97,11.71,84.56,119.68,Crítico
51.42,73.82,88.91,4.33,60.38,96.97,Normal
84.03,49.84,54.34,1.9,93.25,43.69,Normal
109.39,65.63,64.73,1.68,88.03,72.11,Normal
96.87,60.7,64.18,2.34,75.57,63.48,Normal
95.03,57.32,73.13,2.12,88.26,52.21,Normal
67.9,77.35,93.14,4.37,70.43,89.9,Alerta
31.18,100.06,95.31,3.85,31.86,110.64,Crítico
84.35,58.22,55.1,2.51,85.06,65.8,Alerta
77.17,64.89,61.44,1.67,80.02,75.94,Normal
88.75,49.77,54.26,1.04,88.59,78.17,Normal
83.3,50.26,62.66,2.72,80.53,59.22,Normal
52.19,75.71,92.49,5.49,62.88,83.23,Alerta
28.98,102.26,118.89,6.18,28.6,126.81,Crítico
60.41,78.69,89.91,3.04,69.87,96.0,Alerta
57.11,67.52,48.35,5.65,68.11,85.21,Alerta
99.51,61.01,48.74,2.68,90.28,75.33,Alerta
78.88,52.87,50.81,4.86,76.25,77.85,Normal
107.89,46.57,56.87,1.08,98.17,48.23,Normal
104.18,63.39,64.96,1.74,76.71,57.93,Normal
62.43,70.15,74.93,1.77,72.11,87.87,Alerta
75.84,41.96,57.6,1.01,95.38,53.04,Normal
80.27,46.44,58.76,1.84,88.98,73.55,Alerta
65.75,73.34,71.74,4.04,72.35,82.09,Alerta
72.28,49.9,47.47,2.4,93.41,67.21,Normal
73.6,51.53,58.55,1.68,99.14,45.94,Normal
75.1,52.89,68.36,1.45,95.28,75.01,Normal
22.13,85.21,117.21,7.36,44.78,14.69,Alerta
80.34,63.41,62.22,1.19,81.59,47.44,Normal
77.28,41.65,55.23,2.28,87.26,68.92,Normal
44.79,105.01,108.87,11.82,46.43,36.45,Crítico
88.36,56.37,58.8,2.1,80.11,51.33,Normal
83.86,40.78,59.01,1.25,87.81,47.56,Normal
95.42,57.45,45.34,2.32,78.13,51.0,Normal
62.61,74.45,77.39,3.34,67.12,81.52,Alerta
96.13,45.7,46.82,1.4,96.92,42.95,Normal
102.87,58.0,61.21,2.21,83.73,65.39,Normal
67.27,66.86,91.81,5.24,61.6,85.48,Crítico
87.38,55.11,60.87,2.12,91.4,64.82,Normal
37.42,101.02,117.54,10.14,23.99,124.51,Crítico
34.09,101.05,102.15,8.49,41.11,132.71,Crítico
97.18,57.98,53.98,2.47,85.88,42.54,Normal
60.88,77.34,92.26,3.63,71.6,99.17,Alerta
52.02,69.73,89.82,3.65,62.01,99.01,Alerta
91.08,63.34,52.67,1.46,86.81,61.71,Normal
79.08,52.82,46.05,1.54,77.83,41.33,Normal
63.67,74.36,80.93,4.43,64.61,81.48,Alerta
45.56,99.01,111.02,9.8,29.97,32.68,Crítico
76.41,62.34,64.08,2.63,85.24,56.94,Normal
82.47,63.4,55.2,1.53,77.17,64.13,Normal
65.92,77.78,79.49,5.26,69.48,92.11,Alerta
46.23,108.81,116.76,5.13,35.86,39.45,Crítico
78.25,64.53,53.67,1.55,75.56,53.42,Normal
85.33,47.77,54.31,2.04,90.83,74.15,Normal
100.55,50.48,59.75,2.31,95.79,42.38,Normal
91.15,46.97,56.95,1.04,94.54,45.08,Normal
30.7,109.64,113.99,11.12,56.34,36.32,Crítico
102.64,63.29,67.23,1.03,75.73,51.94,Normal
88.51,50.09,63.47,2.56,91.7,71.74,Normal
37.61,97.95,108.64,7.4,23.74,131.66,Crítico
38.82,87.33,98.76,11.88,40.12,103.86,Crítico
78.73,53.79,48.28,2.4,76.53,67.79,Alerta
73.21,80.3,117.01,11.04,59.89,24.52,Crítico
67.3,68.14,91.85,5.76,62.3,94.79,Crítico
79.34,47.63,67.79,2.03,82.82,79.1,Normal
88.5,48.31,53.44,2.01,82.2,41.27,Normal
66.03,70.27,85.78,4.03,67.52,95.06,Alerta
88.09,59.05,63.95,2.31,78.05,57.04,Alerta
85.88,43.37,54.3,1.39,99.22,75.48,Normal
65.55,66.43,87.05,4.21,68.14,95.7,Alerta
104.69,63.65,66.36,2.6,81.78,61.53,Normal
53.69,76.3,88.47,4.76,66.1,97.19,Alerta
94.95,49.66,85.92,2.79,86.86,60.04,Normal
76.68,45.15,57.12,2.57,96.75,72.19,Alerta
64.58,75.44,76.73,4.14,70.59,53.91,Alerta
38.4,85.26,113.81,6.25,33.85,37.97,Alerta
35.57,97.51,107.11,11.65,26.31,39.25,Crítico
60.58,67.63,84.31,4.37,64.11,87.43,Alerta
53.44,70.5,85.62,5.67,72.99,81.05,Normal
46.34,88.95,68.72,7.09,20.91,19.72,Alerta
35.88,83.19,96.76,8.81,41.62,11.48,Crítico
85.95,61.42,64.3,2.41,82.12,73.72,Normal
87.22,58.66,58.54,1.71,95.95,66.97,Normal
92.29,48.33,49.63,1.02,99.69,48.23,Normal
89.49,51.0,62.98,3.26,93.99,73.61,Normal
102.9,47.73,51.78,2.59,75.32,66.38,Normal
94.04,44.55,64.07,1.91,92.74,53.51,Normal
58.22,74.15,84.94,2.92,61.28,85.14,Normal
65.47,73.97,74.11,5.78,72.21,74.81,Alerta
106.01,62.38,53.91,2.76,89.92,60.69,Normal
45.51,87.32,101.32,8.13,29.58,34.97,Crítico
77.71,78.8,78.66,5.84,66.41,83.75,Crítico
87.5,58.13,55.85,1.58,83.49,56.54,Normal
31.49,108.57,113.29,8.42,81.85,108.16,Crítico
81.86,51.61,69.83,2.42,97.17,88.99,Normal
30.33,109.04,114.37,11.37,53.72,11.83,Crítico
70.24,40.58,48.43,1.39,94.96,63.14,Normal
105.77,54.54,61.41,2.39,94.31,54.39,Normal
58.36,66.61,92.28,4.35,67.52,83.02,Alerta
27.16,77.52,109.63,6.58,29.74,127.51,Crítico
78.88,58.19,60.28,1.78,93.71,80.34,Alerta
51.9,67.95,76.06,5.41,71.67,86.69,Alerta
87.59,55.88,47.08,2.21,91.02,53.07,Normal
49.53,82.22,95.58,11.55,25.95,61.91,Crítico
100.11,40.81,52.75,1.79,88.38,47.7,Alerta
66.66,76.36,77.69,1.32,70.12,97.27,Alerta
41.56,88.59,119.73,7.34,47.3,73.86,Crítico
55.49,74.41,88.7,5.99,93.03,94.36,Crítico
31.58,95.4,98.7,4.67,29.83,29.09,Crítico
76.87,44.67,53.23,2.67,84.11,52.93,Normal
37.99,87.59,114.17,8.8,32.93,134.35,Alerta
63.73,78.31,87.04,3.74,71.44,86.09,Alerta
55.7,74.83,93.33,3.79,69.1,87.22,Alerta
72.69,57.44,60.19,2.01,82.76,65.72,Normal
67.4,76.23,75.62,3.22,65.26,93.72,Alerta
45.88,87.55,103.77,6.14,23.73,76.74,Crítico
73.31,50.01,52.88,2.0,96.37,73.41,Normal
54.33,70.28,90.48,5.9,71.39,83.43,Alerta
82.18,55.43,67.34,3.35,89.49,48.59,Normal
62.37,73.65,78.46,4.52,61.11,98.44,Normal
59.91,75.32,87.22,4.62,64.1,83.0,Alerta
109.7,40.02,61.38,2.28,84.04,63.28,Normal
62.29,78.21,81.25,5.73,67.13,87.65,Alerta
54.04,66.08,76.21,3.73,64.63,91.51,Alerta
41.03,100.89,98.48,6.84,21.51,116.54,Crítico
22.2,86.54,47.67,8.75,45.32,13.27,Crítico
66.72,76.45,93.61,4.89,65.36,91.99,Alerta
68.06,67.8,86.3,4.52,68.53,94.28,Alerta
107.06,64.56,68.43,2.19,91.82,42.62,Normal
44.02,83.64,109.11,8.44,36.98,114.73,Crítico
91.93,48.11,52.26,2.07,76.16,74.56,Normal
56.15,75.13,87.7,3.03,69.72,82.19,Crítico
70.0,52.43,66.82,2.29,81.07,56.39,Normal
102.2,59.46,61.71,1.89,95.99,53.45,Normal
103.03,57.93,62.11,1.28,93.0,76.25,Normal
35.92,101.62,101.8,3.31,55.5,118.1,Alerta
102.02,71.73,83.35,4.33,68.51,91.24,Alerta
99.92,62.96,67.99,2.51,99.99,65.24,Normal
34.88,101.32,100.28,7.68,59.61,130.01,Crítico
72.23,42.11,56.7,4.87,91.28,61.79,Normal
83.25,47.09,52.31,1.42,93.05,63.91,Normal
92.21,40.94,65.85,1.34,85.11,60.81,Normal
80.99,57.72,57.34,2.49,85.01,60.58,Normal
107.17,47.89,68.02,2.3,76.25,59.98,Normal
45.72,107.85,113.69,6.38,24.08,20.02,Crítico
63.42,79.46,86.78,4.3,65.81,95.79,Alerta
79.7,61.01,63.88,1.17,83.78,76.15,Alerta
90.8,53.22,45.02,1.8,79.89,56.03,Alerta
99.95,54.51,56.77,1.22,81.95,96.87,Normal
93.51,43.16,56.33,2.23,99.16,48.56,Normal
97.05,46.56,58.84,2.5,78.87,57.7,Normal
67.38,70.81,88.91,5.89,73.91,99.93,Alerta
105.62,59.65,55.42,1.7,99.23,45.08,Normal
101.35,62.35,69.43,1.11,91.28,53.49,Normal
44.1,61.84,105.55,8.4,34.47,21.06,Crítico
38.15,106.97,107.65,11.62,35.22,130.55,Crítico
106.49,41.62,64.23,1.65,88.94,57.23,Alerta
58.46,51.61,71.11,5.55,66.78,96.44,Alerta
36.59,96.4,119.12,6.25,55.5,104.33,Crítico
74.62,64.46,56.03,1.12,77.43,57.33,Normal
52.16,77.87,86.63,3.58,66.34,83.47,Normal
106.39,62.86,64.46,2.07,76.08,67.59,Normal
65.98,78.31,73.54,3.68,61.44,65.45,Crítico
91.6,53.18,58.86,1.51,93.14,71.28,Normal
41.76,109.52,99.51,8.32,55.38,36.54,Alerta
101.66,40.66,66.35,2.3,88.51,65.96,Normal
99.38,62.65,53.08,2.32,89.92,76.87,Alerta
103.02,54.74,58.72,1.68,85.04,62.24,Alerta
64.13,75.45,88.92,5.22,60.83,85.8,Alerta
84.23,62.44,49.15,3.93,83.42,77.22,Alerta
30.68,94.09,102.18,8.78,48.32,37.47,Crítico
99.9,60.81,50.72,5.5,94.09,43.18,Normal
105.96,73.08,84.9,3.14,63.32,88.76,Alerta
78.71,49.89,57.5,2.68,78.99,69.99,Normal
73.59,60.77,45.19,2.65,77.98,63.98,Normal
34.53,106.88,100.15,6.38,24.56,132.86,Crítico
99.01,49.7,47.71,2.2,87.77,50.44,Normal
48.95,80.95,109.77,9.12,20.4,65.59,Crítico
97.22,49.16,61.7,2.29,99.6,53.44,Normal
73.09,51.51,45.79,2.38,94.88,42.93,Alerta
67.41,79.22,50.93,3.93,68.85,97.28,Alerta
93.35,46.13,67.73,2.29,87.63,52.07,Normal
101.56,61.53,63.39,1.06,83.91,66.09,Normal
28.36,97.15,103.77,10.63,44.09,12.86,Crítico
68.07,77.88,72.96,2.99,74.47,88.31,Alerta
97.96,50.59,64.1,2.17,77.15,79.24,Normal
50.19,76.85,79.72,4.56,61.26,89.28,Alerta
29.03,78.87,106.47,7.55,34.38,128.75,Crítico
62.1,72.23,86.82,4.79,62.68,55.26,Alerta
33.58,105.18,79.9,7.26,48.06,136.77,Crítico
53.26,79.71,81.09,5.29,69.19,84.85,Alerta
39.88,89.92,116.48,11.49,40.38,23.33,Crítico
67.12,68.83,91.13,3.22,66.27,95.63,Alerta
95.9,61.13,54.39,1.87,79.97,65.83,Normal
66.57,70.45,80.47,5.28,70.26,97.9,Alerta
59.83,68.16,82.38,3.42,71.31,88.0,Alerta
46.1,104.2,97.96,9.26,31.86,127.52,Crítico
21.47,100.08,113.29,8.09,47.47,38.88,Crítico
87.22,60.26,61.59,2.58,87.2,73.47,Normal
73.03,50.67,46.88,1.37,83.63,44.56,Normal
78.43,61.15,53.06,1.62,97.51,60.64,Normal
61.37,76.05,94.03,4.97,62.8,66.18,Alerta
40.64,84.98,117.0,2.59,36.91,25.39,Crítico
72.68,44.06,57.52,1.32,81.49,70.3,Normal
71.63,63.62,64.66,2.5,83.72,57.85,Normal
68.04,75.57,74.86,3.24,66.88,97.97,Alerta
48.26,104.91,109.41,5.12,55.74,29.52,Crítico
56.71,72.77,93.28,5.1,62.44,82.77,Alerta
81.3,48.95,59.62,1.93,95.66,59.43,Alerta
77.87,46.58,54.61,1.64,77.24,85.57,Normal
102.15,62.86,53.68,3.84,96.18,72.93,Alerta
89.02,46.05,51.98,2.59,96.0,47.97,Normal
51.66,74.2,92.2,3.99,72.04,98.74,Alerta
59.36,67.53,72.76,2.97,60.86,94.13,Alerta
84.65,57.98,45.21,2.39,91.82,57.74,Normal
92.82,48.01,54.99,2.41,95.79,44.18,Normal
75.3,76.02,68.69,1.48,79.5,66.33,Normal
90.3,64.17,60.36,2.05,85.81,67.8,Normal
34.39,106.52,107.71,1.98,51.12,103.73,Crítico
32.0,107.84,103.86,9.41,44.19,128.0,Crítico
97.87,52.61,62.7,1.58,82.51,84.35,Alerta
68.92,77.6,81.6,5.58,69.61,97.96,Alerta
58.71,67.23,89.18,5.89,64.1,82.87,Alerta
25.99,82.19,108.68,9.42,29.82,113.39,Crítico
92.31,52.54,47.07,1.09,75.39,70.41,Normal
107.89,45.29,53.61,2.73,96.78,48.24,Normal
51.78,71.08,84.63,2.92,62.53,93.13,Alerta
41.02,89.84,88.26,10.94,25.44,35.2,Crítico
89.35,60.38,58.1,1.13,87.08,72.75,Alerta
65.86,74.67,89.68,4.2,65.97,95.49,Alerta
33.91,80.26,101.72,9.7,46.56,115.96,Crítico
51.82,76.87,83.04,4.75,68.43,88.83,Alerta
57.79,69.37,74.97,4.58,61.25,93.51,Alerta
108.86,53.62,64.1,2.12,95.61,43.31,Alerta
27.21,95.59,96.08,8.17,36.16,138.82,Crítico
58.7,72.84,83.53,2.95,73.72,93.87,Alerta
107.28,64.25,59.6,1.98,82.25,42.27,Normal
50.8,73.51,77.52,3.19,62.44,89.2,Alerta
64.43,79.8,87.56,4.8,71.92,87.48,Alerta
70.76,47.13,56.7,2.33,83.69,50.58,Normal
97.91,56.44,61.15,1.44,90.62,49.34,Normal
58.79,67.48,71.77,5.03,71.39,86.25,Alerta
56.22,66.6,74.87,3.64,66.49,95.83,Alerta
20.42,96.7,116.92,3.99,43.51,13.44,Crítico
62.85,45.9,76.99,3.64,67.93,89.52,Alerta
49.51,98.13,101.28,7.27,43.59,23.8,Crítico
61.52,71.35,72.01,3.75,64.01,61.77,Alerta
52.76,52.52,87.16,3.49,67.89,87.94,Alerta
108.52,54.84,63.1,2.54,78.85,65.32,Normal
35.68,92.51,102.25,8.14,45.04,36.43,Crítico
45.42,105.7,102.7,11.03,30.32,29.19,Crítico
70.36,62.65,55.67,2.53,74.23,67.04,Normal
69.03,80.37,100.72,6.12,53.05,113.92,Crítico
28.51,95.65,106.48,11.7,27.02,38.23,Crítico
57.73,78.97,79.05,3.51,67.79,90.13,Alerta
107.05,48.86,48.67,2.47,78.99,72.07,Alerta
60.39,70.84,93.4,4.51,67.78,90.46,Alerta
100.96,46.41,75.73,2.37,96.23,56.23,Normal
79.58,50.85,69.8,2.72,79.4,49.82,Normal
56.76,68.46,88.95,5.99,61.05,87.28,Normal
80.07,49.09,67.92,1.46,79.23,40.88,Normal
97.98,46.21,50.22,2.6,90.85,45.29,Normal
54.38,77.83,92.12,5.83,61.5,98.73,Alerta
89.42,46.35,68.27,1.29,97.24,64.39,Normal
64.5,73.42,85.62,5.28,60.67,72.63,Alerta
39.61,94.64,101.27,7.82,91.61,127.38,Crítico
76.34,58.58,68.58,1.54,89.06,70.49,Alerta
44.54,95.91,112.18,10.97,51.4,30.08,Crítico
73.5,75.2,84.07,3.29,66.72,93.35,Alerta
102.96,53.87,45.85,1.11,97.23,40.34,Normal
88.57,52.71,57.82,1.52,91.18,81.07,Normal
31.51,83.65,99.31,8.98,41.3,11.53,Crítico
82.47,46.02,47.67,1.27,97.8,66.35,Alerta
100.47,48.42,53.4,2.66,96.74,49.42,Normal
99.56,58.6,59.0,1.62,78.64,47.14,Normal
37.42,102.03,119.59,7.28,25.29,87.86,Crítico
88.62,49.19,55.7,2.25,97.34,68.0,Normal
79.35,63.41,45.83,1.36,82.82,51.9,Normal
66.21,75.62,88.7,3.15,73.61,81.2,Normal
49.67,92.97,115.0,11.03,23.13,33.56,Crítico
55.67,71.23,72.53,4.86,61.77,83.96,Normal
96.77,59.75,64.4,1.77,90.36,43.21,Normal
52.45,76.75,85.91,4.75,61.47,87.06,Alerta
31.9,99.12,68.15,6.11,31.54,32.28,Crítico
86.06,62.52,46.39,1.94,76.48,40.7,Normal
63.18,75.28,89.83,3.19,65.72,81.31,Alerta
68.1,68.08,86.25,5.19,62.13,95.67,Alerta
70.58,46.98,50.78,1.38,76.44,52.77,Normal
71.49,44.61,45.18,2.5,90.04,49.48,Normal
93.84,45.38,68.32,1.04,92.74,42.99,Normal
90.0,79.34,93.01,3.51,71.2,99.68,Alerta
63.99,69.27,84.39,1.37,62.94,95.51,Alerta
52.3,59.23,56.44,2.42,96.17,41.01,Alerta
98.1,51.74,54.95,2.11,83.85,46.82,Normal
100.07,50.94,62.48,1.73,95.91,51.5,Normal
67.05,70.27,86.84,3.07,64.61,99.67,Alerta
73.08,47.93,63.12,2.13,97.3,48.17,Normal
42.04,100.73,106.88,11.0,53.31,21.13,Crítico
97.84,51.32,58.3,2.51,75.09,47.44,Normal
68.73,75.83,82.33,4.52,70.48,99.44,Alerta
43.64,106.01,114.44,6.15,86.46,112.37,Crítico
109.17,52.63,53.11,1.34,83.49,77.48,Normal
107.13,50.91,69.17,1.34,81.07,49.7,Normal
104.05,57.43,46.01,1.35,95.6,52.94,Normal
78.98,49.41,50.24,5.12,75.39,77.07,Normal
72.82,45.0,47.53,1.13,98.37,60.16,Normal
63.65,60.59,55.22,2.65,76.17,58.9,Normal
108.78,44.94,65.25,2.57,76.09,61.43,Alerta
96.26,43.91,47.5,1.24,99.37,55.71,Normal
56.05,52.24,72.84,5.22,66.87,93.59,Alerta
78.63,61.31,55.78,1.96,97.92,78.36,Normal
65.99,74.77,82.16,4.8,60.79,86.23,Alerta
105.01,49.2,55.95,1.61,82.26,54.63,Normal
95.76,55.7,59.63,2.17,76.74,79.1,Normal
97.42,50.01,53.21,1.09,81.19,48.97,Normal
30.18,85.16,101.51,3.0,50.28,22.23,Crítico
50.0,79.79,94.98,4.32,63.83,93.7,Normal
64.58,72.97,89.95,5.74,60.83,91.17,Alerta
42.79,81.46,108.23,10.18,34.85,63.61,Alerta
101.92,45.92,63.57,1.56,92.97,73.36,Normal
65.63,78.21,87.38,4.74,69.18,44.58,Alerta
108.54,51.42,69.6,2.44,95.2,49.22,Normal
50.93,75.05,78.32,4.26,61.92,83.29,Normal
71.23,47.16,55.09,1.69,88.32,74.24,Alerta
58.6,68.01,75.19,3.56,70.03,95.41,Normal
75.63,58.01,47.78,2.34,84.29,77.53,Normal
88.07,50.51,63.86,1.54,96.58,68.02,Normal
90.38,48.43,49.81,1.06,91.12,58.12,Alerta
49.29,82.41,108.99,10.85,36.23,39.34,Crítico
56.82,76.05,71.03,3.62,66.08,94.63,Alerta
103.69,40.2,58.17,2.07,75.14,58.23,Normal
76.4,44.91,69.45,2.66,97.02,46.4,Normal
98.18,42.52,61.12,2.21,83.08,40.41,Normal
68.19,72.61,72.59,4.69,72.2,44.05,Alerta
103.92,45.93,57.49,2.26,82.03,42.23,Normal
36.94,107.37,103.97,7.39,46.63,39.83,Crítico
56.2,75.63,80.48,4.5,61.64,94.53,Alerta
23.76,86.48,113.77,10.63,38.78,107.06,Crítico
100.14,55.51,61.93,1.56,78.68,68.33,Normal
52.54,73.17,88.93,5.62,66.2,87.35,Alerta
44.47,81.75,93.74,7.66,46.92,28.14,Crítico
54.87,69.27,75.01,4.7,72.73,93.31,Alerta
94.21,62.03,45.26,2.37,85.11,62.57,Normal
56.04,78.67,73.48,5.63,87.81,91.16,Alerta
86.61,48.65,67.86,2.76,91.55,59.29,Normal
72.8,48.76,56.5,1.79,79.81,79.39,Normal
107.48,60.77,60.22,1.92,77.18,46.76,Normal
84.15,63.4,68.38,5.07,75.52,64.47,Normal
96.75,45.29,63.29,2.37,65.37,51.5,Normal
77.08,46.77,64.35,2.33,88.05,54.3,Normal
84.31,62.01,69.33,1.08,95.35,69.0,Normal
95.97,46.04,58.13,2.47,78.21,47.14,Normal
64.46,66.61,92.52,5.45,62.55,88.06,Alerta
64.81,77.89,72.43,3.84,66.69,99.13,Alerta
81.53,53.92,46.24,2.14,91.7,59.24,Normal
26.49,80.79,105.72,11.51,36.5,121.06,Alerta
76.26,43.57,62.64,2.36,78.21,44.14,Alerta
105.15,44.2,61.77,1.19,92.17,43.81,Alerta
67.56,66.27,73.42,3.99,73.21,84.36,Alerta
90.79,57.34,60.3,1.31,95.95,69.59,Normal
62.29,78.54,90.99,3.04,65.19,97.08,Alerta
89.17,42.0,67.11,2.29,78.25,69.15,Normal
68.95,67.98,79.29,5.29,67.23,74.14,Alerta
103.8,54.41,49.46,2.52,89.54,72.0,Normal
82.77,57.19,64.84,2.35,80.59,41.33,Normal
94.02,54.31,66.46,2.36,85.5,79.55,Normal
79.94,60.6,46.13,2.11,86.25,58.0,Normal
108.31,53.52,46.25,2.63,85.51,43.78,Normal
52.34,72.72,93.37,4.46,65.27,95.87,Alerta
24.29,92.68,98.24,11.15,31.1,39.59,Crítico
53.4,68.79,82.67,5.96,66.04,82.72,Alerta
56.81,78.91,80.58,4.92,70.67,93.43,Alerta
61.47,79.46,93.53,4.73,73.21,83.9,Alerta
31.81,100.33,98.91,7.65,31.41,15.76,Alerta
72.18,79.59,86.98,3.16,73.75,83.12,Alerta
77.98,90.9,118.38,9.92,38.5,101.49,Crítico
47.85,91.8,95.58,7.22,40.93,126.14,Crítico
104.72,46.16,50.82,2.8,91.72,78.25,Normal
91.36,44.93,48.63,2.45,63.28,42.35,Normal
